date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:26	189905/189905	---MCZ	200	added ('OK')	text/html	etag:%222e5d1-58316f64586a8-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index3.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index3.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:27	208473/208473	---MCZ	200	added ('OK')	text/html	etag:%2232e59-58316f64586a8-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index4.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index4.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:27	220225/220225	---MCZ	200	added ('OK')	text/html	etag:%2235c41-58316f64586a8-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index5.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index5.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:27	176070/176070	---MCZ	200	added ('OK')	text/html	etag:%222afc6-58316f6458a90-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index6.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/index6.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:27	161737/161737	---MCZ	200	added ('OK')	text/html	etag:%22277c9-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:28	149752/149752	---MCZ	200	added ('OK')	text/html	etag:%22248f8-58316f6451948-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-cart.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-cart.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:28	157790/157790	---MCZ	200	added ('OK')	text/html	etag:%222685e-58316f6451d30-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-edit.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-edit.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:28	148758/148758	---MCZ	200	added ('OK')	text/html	etag:%2224516-58316f6451d30-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-detail.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-detail.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:28	234310/234310	---MCZ	200	added ('OK')	text/html	etag:%2239346-583d0f5d4a6ca-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-orders.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-orders.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:29	151751/151751	---MCZ	200	added ('OK')	text/html	etag:%22250c7-58316f6451d30-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-checkout.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/eco-products-checkout.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:29	330842/330842	---MCZ	200	added ('OK')	text/html	etag:%2250c5a-58316f6461b18-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-buttons.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-buttons.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:29	170833/170833	---MCZ	200	added ('OK')	text/html	etag:%2229b51-58316f6463288-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-modals.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-modals.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:30	184458/184458	---MCZ	200	added ('OK')	text/html	etag:%222d08a-58316f6464228-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-tab.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-tab.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:30	148821/148821	---MCZ	200	added ('OK')	text/html	etag:%2224555-58316f6464228-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-tooltip-popover.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-tooltip-popover.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:30	1007305/1007305	---M--	200	added ('OK')	image/jpeg	etag:%22f5ec9-58316f6489bb8%22	https://www.ampleadmin.wrappixel.com/assets/images/big/img1.jpg	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/assets/images/big/img1.jpg	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:30	155097/155097	---MCZ	200	added ('OK')	text/html	etag:%2225dd9-58316f6463288-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-notification.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-notification.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:31	164283/164283	---MCZ	200	added ('OK')	text/html	etag:%22281bb-58316f6463a58-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-progressbar.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-progressbar.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:31	168938/168938	---MCZ	200	added ('OK')	text/html	etag:%22293ea-58316f6464610-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-typography.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-typography.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:31	203144/203144	---MCZ	200	added ('OK')	text/html	etag:%2231988-58316f6461348-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-bootstrap.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-bootstrap.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:32	145365/145365	---MCZ	200	added ('OK')	text/html	etag:%22237d5-58316f6461730-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-breadcrumb.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-breadcrumb.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:32	188300/188300	---MCZ	200	added ('OK')	text/html	etag:%222df8c-58316f6462ea0-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-list-media.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-list-media.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:32	169068/169068	---MCZ	200	added ('OK')	text/html	etag:%222946c-58316f64626d0-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-grid.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-grid.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:32	167163/167163	---MCZ	200	added ('OK')	text/html	etag:%2228cfb-58316f64626d0-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-carousel.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-carousel.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:33	156823/156823	---MCZ	200	added ('OK')	text/html	etag:%2226497-58316f6463e40-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-scrollspy.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-scrollspy.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:33	152250/152250	---MCZ	200	added ('OK')	text/html	etag:%22252ba-58316f6463e40-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-spinner.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-spinner.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:33	154606/154606	---MCZ	200	added ('OK')	text/html	etag:%2225bee-58316f6464228-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-toasts.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ui-toasts.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:33	53171/53171	---M-Z	200	added ('OK')	text/html	etag:%22cfb3-58316f645d0e0-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/starter-kit.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/starter-kit.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:34	3041/3041	---M-Z	200	added ('OK')	text/html	etag:%22be1-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-alert.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-alert.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:34	2653/2653	---M-Z	200	added ('OK')	text/html	etag:%22a5d-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-basic.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-basic.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:34	5823/5823	---M-Z	200	added ('OK')	text/html	etag:%2216bf-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-billing.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-billing.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:34	3402/3402	---M-Z	200	added ('OK')	text/html	etag:%22d4a-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-password-reset.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/email-templete-password-reset.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:35	9391/9391	---M-Z	200	added ('OK')	text/html	etag:%2224af-58316f644f620-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-login1.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-login1.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:35	9416/9416	---M-Z	200	added ('OK')	text/html	etag:%2224c8-58316f644fa08-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-login2.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-login2.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:35	7167/7167	---M-Z	200	added ('OK')	text/html	etag:%221bff-58316f644fa08-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-register1.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-register1.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:35	7192/7192	---M-Z	200	added ('OK')	text/html	etag:%221c18-58316f644fa08-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-register2.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-register2.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:36	5186/5186	---M-Z	200	added ('OK')	text/html	etag:%221442-58316f644f620-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-lockscreen.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-lockscreen.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:36	5486/5486	---M-Z	200	added ('OK')	text/html	etag:%22156e-58316f644fa08-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-recover-password.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/authentication-recover-password.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:36	4101/4101	---M-Z	200	added ('OK')	text/html	etag:%221005-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-400.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-400.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:36	4110/4110	---M-Z	200	added ('OK')	text/html	etag:%22100e-58316f6452118-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-403.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-403.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:37	4115/4115	---M-Z	200	added ('OK')	text/html	etag:%221013-58316f6452500-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-404.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-404.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:37	4104/4104	---M-Z	200	added ('OK')	text/html	etag:%221008-58316f6452500-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-500.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-500.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:37	4120/4120	---M-Z	200	added ('OK')	text/html	etag:%221018-58316f6452500-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-503.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/error-503.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:40	147566/147566	---MCZ	200	added ('OK')	text/html	etag:%222406e-58316f645a9d0-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-block-ui.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-block-ui.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:42	141813/141813	---MCZ	200	added ('OK')	text/html	etag:%22229f5-58316f645c528-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-session-timeout.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-session-timeout.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:42	143829/143829	---MCZ	200	added ('OK')	text/html	etag:%22231d5-58316f645c140-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-session-idle-timeout.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-session-idle-timeout.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:43	303983/303983	---MCZ	200	added ('OK')	text/html	etag:%224a36f-58316f645c910-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-utility-classes.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-utility-classes.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:43	5120/5120	---M-Z	200	added ('OK')	text/html	etag:%221400-58316f645b970-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-maintenance.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/pages-maintenance.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:43	151133/151133	---MCZ	200	added ('OK')	text/html	etag:%2224e5d-58316f644f238-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/app-chats.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/app-chats.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
12:12:43	179884/179884	---MCZ	200	added ('OK')	text/html	etag:%222beac-58316f6457af0-gzip%22	https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/inbox-email.html	C:/My%20Web%20Sites/adminprojet/www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/inbox-email.html	(from https://www.ampleadmin.wrappixel.com/ampleadmin-html/ampleadmin-sidebar/ticket-list.html)
